No.19 (b),,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER ACQUISITION OF SHARES ROUTE
RECEIVED DURING APRIL 2019 TO JUNE 2019",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
1,SHEHAR ADVISORS PRIVATE LIMITED,U.S.A,CVC Advisory Partners India Holdings II,REGION NOT INDICATED,Activities auxiliary to financial service activities n.e.c.,36.00,0.52,
2,Sorting Hat Technologies Private Limited,Mauritius,SCI Investments V,REGION NOT INDICATED,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",0.20,0.00,
3,Sorting Hat Technologies Private Limited,Mauritius,SCI Investments V,REGION NOT INDICATED,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",1.38,0.02,
4,VSY Ophthamic India Private Limited,Turkey,VSY VARLIBASLAR SAGLIK YATIRIMLARI VE HI,REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,1.26,0.02,
5,Nelito Systems Limited,Japan,DTS Corporation,REGION NOT INDICATED,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",67.73,0.98,
6,OFB TECH PRIVATE LIMITED,Mauritius,Falcon Edge India I LP,REGION NOT INDICATED,Wholesale trade via e- commerce excluding activities of commission agents,77.91,1.12,
7,NAVAERA SOFTWARE SERVICES PRIVATE LIMITE,U.S.A,Navaera USA LLC,REGION NOT INDICATED,Other information technology and computer service activities n.e.c,0.84,0.01,
8,DHRUVA INTERACTIVE PRIVATE LIMITED,Netherlands,TAKE TWO INTERACTIVE BENELUX B V,REGION NOT INDICATED,Publishing of computer games for all platforms,0.00,0.00,
9,DMI HOUSING FINANCE PRIVATE LIMITED,Mauritius,DMI Limited,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",24.39,0.35,
10,Nelamangala Devihalli Expressway Private,Singapore,Cube Highways and Infrastructure I-D Pte,REGION NOT INDICATED,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",0.10,0.00,
11,Curatio Health Care I Private Limited,Mauritius,Camel Investments Limited,"REGION
NOT INDICATED","Wholesale of toiletry, perfumery and cosmetics",13.25,0.19,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
12,BRIO PHARMA TECHNOLOGIES PRIVATE LIMITED,Italy,M/s IMA - Industrie Macchine Automatiche,REGION NOT INDICATED,Installation of industrial machinery and equipment,3.15,0.05,
13,CLIQR TECHNOLOGIES INDIA PRIVATE LIMITED,U.S.A,"Cisco Systems, Inc.",REGION NOT INDICATED,Other information technology and computer service activities n.e.c,0.00,0.00,
14,AAIDEA SOLUTIONS PRIVATE LIMITED,Mauritius,MAYFIELD INDIA II LTD,REGION NOT INDICATED,Wholesale of fruits and vegetables,7.58,0.11,
15,AJAYA SOLUTIONS PRIVATE LIMITED,HongKong,FENCH INDA INTERNATIONAL GROUP CO. LIMIT,REGION NOT INDICATED,Other information technology and computer service activities n.e.c,0.10,0.00,
16,APURVA INDIA PRIVATE LIMITED,Singapore,Parexgroup Pte. Ltd,REGION NOT INDICATED,"Manufacture of paints and varnishes, enamels or lacquers",1.09,0.02,
17,Nova Medical Centers Private Limited,Mauritius,HEAL HOLDINGS,REGION NOT INDICATED,Hospital activities,0.08,0.00,
18,AAIDEA SOLUTIONS PRIVATE LIMITED,Netherlands,UNILEVER VENTURES HOLDINGS B.V.,REGION NOT INDICATED,Wholesale of fruits and vegetables,8.70,0.13,
19,Essenvia Technologies pvt ltd,U.S.A,Essenvia Inc,REGION NOT INDICATED,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",0.10,0.00,
20,APARNA PAPER PROCESSING INDUSTRY PVT. LT,Netherlands,GPC Holdings B.V.,REGION NOT INDICATED,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases,
carboys, bottles etc.)",3.62,0.05,
21,DHRUVA INFOTECH PRIVATE LIMITED,Sweden,STARBREEZE AB,REGION NOT INDICATED,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",0.00,0.00,
22,NUCON ALKAN AEROSPACE PRIVATE LIMITED,France,ALKAN SAS,REGION NOT INDICATED,"Manufacture of parts and accessories of the aircraft and spacecraft of this class (major assemblies such as fuselages, wings, doors, control surfaces, landing gear, fuel tanks, nacelles, airscrews, he",0.02,0.00,
23,"EQUITATIVA MANAGEMENT
PRIVATE LIMITED",UAE,Equitativa (AD) Limited previously known,"REGION NOT
INDICATED",Management consultancy activities,0.00,0.00,
24,Aquitaine Ingenierie Industrielle Inde P,France,HFBC,REGION NOT,Architectural and engineering activities and,0.01,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,related technical consultancy,,,
25,Sunshine Teahouse Private Limited,Mauritius,Saif Partners India VI Limited,REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",0.10,0.00,
