Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING JANUARY 2016 TO MARCH, 2016",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ millio n),
1,AUSTRALIAN PREMIUM SOLAR(INDIA) PVT LTD,Australia,P & N PTY LTD,AHMEDABAD,Other non-specialised wholesale trade n.e.c.,0.10,0.00,
2,AG AUSTASIA EXIM (INDIA) PVT LTD,Australia,ANTHONY CHARLES JACOB GODFREY,CHENNAI,"Wholesale of paper and other stationery items; books, magazines and newspapers",0.10,0.00,
3,AG AUSTASIA EXIM (INDIA) PVT LTD,Australia,A.G.AUSTASIA PTY LIMITED,CHENNAI,"Wholesale of paper and other stationery items; books, magazines and newspapers",0.10,0.00,
4,PRIMO FOODS PRIVATE LTD.,Australia,FAYMAN INTERNATIONAL PTY LTD,NEW DELHI,"Production, processing and preserving of other meat and meat products n.e.c.",4.11,0.06,
5,CARE ESSENTIALS INTERNATIONAL PRIVATE LI,Australia,CARE ESSENTIALS PTY LTD,NEW DELHI,Manufacture of other medical and dental instruments n.e.c.,16.61,0.25,
6,AKSI THERAPIES PVT LTD,Australia,Jeffrey Morrison,MUMBAI,Other human health activities n.e.c. (including independent ambulance activities),0.10,0.00,
7,AB MAURI INDIA PVT LTD,Australia,MAURI FERMENTATION INDIA PTY LIMITED,BANGALORE,Manufacture of other bakery products n.e.c.,567.03,8.46,
8,PRESENCE OF IT(INDIA) PRIVATE LIMITED,Australia,PRESENCE OF IT PTY LTD,BANGALORE,Providing software support and maintenance to the clients,0.60,0.01,
9,AEG OGDEN (HYDERABAD) PVT LTD,Australia,AEG Ogden Pty Ltd,HYDERABAD,Organization of conventions and trade shows,0.10,0.00,
10,AEG OGDEN (HYDERABAD) PVT LTD,Australia,AEG Ogden Holdings Pty Ltd,HYDERABAD,Organization of conventions and trade shows,0.00,0.00,
11,ACONEX (INDIA) PVT LTD,Australia,Aconex Limited,MUMBAI,Other information technology and computer service activities n.e.c,10.08,0.15,
12,CESC LIMITED,Australia,HOUR -GLASS  EMERGIMG MARKETS SHARES SEC,KOLKATA,Electric power generation by coal based thermal power plants,15.05,0.22,
13,CESC LIMITED,Australia,TELSTRA SUPER PTY LTD.AS TRUSTEE FOR TEL,KOLKATA,Electric power generation by coal based thermal power plants,7.81,0.12,
14,CESC LIMITED,Australia,MFS EMERGING MARKETS EQUITY TRUST,KOLKATA,Electric power generation by coal based thermal power plants,13.88,0.21,
15,CESC LIMITED,Australia,ADVANCE ASIAN EQUITY FUND,KOLKATA,Electric power generation by coal based thermal power plants,21.72,0.32,
16,DELTA BIOPHARMA PVT LTD,Australia,CHANDER MOHAN KHANNA,MUMBAI,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,61.51,0.91,
17,DELTA BIOPHARMA PVT LTD,Australia,RITA KHANNA,MUMBAI,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,30.00,0.45,
18,DELTA BIOPHARMA PVT LTD,Australia,RAJAT KHANNA,MUMBAI,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,20.00,0.30,
19,STAYWELL HOSPITALITY MANAGEMENT PVT LTD,Australia,STAYWELL HOSPITALITY MANAGEMENT PTE LTD,NEW DELHI,Management consultancy activities,3.97,0.06,
20,EDEN ENERGY INDIA PVT LTD,Australia,EDEN ENERGY LTD,MUMBAI,Electric power generation by coal based thermal power plants,6.00,0.09,
21,EDEN ENERGY INDIA PVT LTD,Australia,EDEN ENERGY LTD,MUMBAI,Electric power generation by coal based thermal power plants,2.10,0.03,
